IMAGE_FILENAME, LABEL
GICSD_1_0_3.png, FULL_VISIBILITY 
GICSD_1_0_13.png, FULL_VISIBILITY 
GICSD_1_1_33.png, PARTIAL_VISIBILITY 
GICSD_1_1_53.png, FULL_VISIBILITY 
GICSD_1_2_73.png, FULL_VISIBILITY 
GICSD_1_3_93.png, FULL_VISIBILITY 
GICSD_1_3_113.png, FULL_VISIBILITY 
GICSD_1_4_133.png, FULL_VISIBILITY 
GICSD_1_5_153.png, FULL_VISIBILITY 
GICSD_1_5_173.png, FULL_VISIBILITY 
GICSD_1_6_193.png, FULL_VISIBILITY 
GICSD_1_7_213.png, NO_VISIBILITY 
GICSD_1_7_233.png, FULL_VISIBILITY 
GICSD_1_8_253.png, FULL_VISIBILITY 
GICSD_1_9_273.png, FULL_VISIBILITY 
GICSD_1_9_293.png, FULL_VISIBILITY 
GICSD_2_0_3.png, FULL_VISIBILITY 
GICSD_2_0_13.png, FULL_VISIBILITY 
GICSD_2_1_33.png, FULL_VISIBILITY 
GICSD_2_1_53.png, FULL_VISIBILITY 
GICSD_2_2_73.png, FULL_VISIBILITY 
GICSD_2_3_93.png, FULL_VISIBILITY 
GICSD_2_3_113.png, PARTIAL_VISIBILITY 
GICSD_2_4_133.png, FULL_VISIBILITY 
GICSD_2_5_153.png, FULL_VISIBILITY 
GICSD_2_5_173.png, FULL_VISIBILITY 
GICSD_2_6_193.png, PARTIAL_VISIBILITY 
GICSD_2_7_213.png, NO_VISIBILITY 
GICSD_2_7_233.png, FULL_VISIBILITY 
GICSD_2_8_253.png, FULL_VISIBILITY 
GICSD_2_9_273.png, FULL_VISIBILITY 
GICSD_2_9_293.png, FULL_VISIBILITY 
GICSD_3_0_3.png, FULL_VISIBILITY 
GICSD_3_0_13.png, FULL_VISIBILITY 
GICSD_3_1_33.png, FULL_VISIBILITY 
GICSD_3_1_53.png, FULL_VISIBILITY 
GICSD_3_2_73.png, FULL_VISIBILITY 
GICSD_3_3_93.png, FULL_VISIBILITY 
GICSD_3_3_113.png, FULL_VISIBILITY 
GICSD_3_4_133.png, FULL_VISIBILITY 
GICSD_3_5_153.png, FULL_VISIBILITY 
GICSD_3_5_173.png, FULL_VISIBILITY 
GICSD_3_6_193.png, PARTIAL_VISIBILITY 
GICSD_3_7_213.png, PARTIAL_VISIBILITY 
GICSD_3_7_233.png, PARTIAL_VISIBILITY 
GICSD_3_8_253.png, FULL_VISIBILITY 
GICSD_3_9_273.png, FULL_VISIBILITY 
GICSD_3_9_293.png, FULL_VISIBILITY 
GICSD_4_0_3.png, FULL_VISIBILITY 
GICSD_4_0_13.png, FULL_VISIBILITY 
GICSD_4_1_33.png, FULL_VISIBILITY 
GICSD_4_1_53.png, FULL_VISIBILITY 
GICSD_4_2_73.png, FULL_VISIBILITY 
GICSD_4_3_93.png, FULL_VISIBILITY 
GICSD_4_3_113.png, FULL_VISIBILITY 
GICSD_4_4_133.png, FULL_VISIBILITY 
GICSD_4_5_153.png, FULL_VISIBILITY 
GICSD_4_5_173.png, FULL_VISIBILITY 
GICSD_4_6_193.png, FULL_VISIBILITY 
GICSD_4_7_213.png, PARTIAL_VISIBILITY 
GICSD_4_7_233.png, PARTIAL_VISIBILITY 
GICSD_4_8_253.png, FULL_VISIBILITY 
GICSD_4_9_273.png, FULL_VISIBILITY 
GICSD_4_9_293.png, FULL_VISIBILITY 
GICSD_5_0_3.png, FULL_VISIBILITY 
GICSD_5_0_13.png, FULL_VISIBILITY 
GICSD_5_1_33.png, FULL_VISIBILITY 
GICSD_5_1_53.png, PARTIAL_VISIBILITY 
GICSD_5_2_73.png, FULL_VISIBILITY 
GICSD_5_3_93.png, FULL_VISIBILITY 
GICSD_5_3_113.png, FULL_VISIBILITY 
GICSD_5_4_133.png, FULL_VISIBILITY 
GICSD_5_5_153.png, FULL_VISIBILITY 
GICSD_5_5_173.png, FULL_VISIBILITY 
GICSD_5_6_193.png, PARTIAL_VISIBILITY 
GICSD_5_7_213.png, NO_VISIBILITY 
GICSD_5_7_233.png, FULL_VISIBILITY 
GICSD_5_8_253.png, FULL_VISIBILITY 
GICSD_5_9_273.png, FULL_VISIBILITY 
GICSD_5_9_293.png, FULL_VISIBILITY 
GICSD_6_0_3.png, FULL_VISIBILITY 
GICSD_6_0_13.png, FULL_VISIBILITY 
GICSD_6_1_33.png, FULL_VISIBILITY 
GICSD_6_1_53.png, FULL_VISIBILITY 
GICSD_6_2_73.png, FULL_VISIBILITY 
GICSD_6_3_93.png, PARTIAL_VISIBILITY 
GICSD_6_3_113.png, FULL_VISIBILITY 
GICSD_6_4_133.png, FULL_VISIBILITY 
GICSD_6_5_153.png, FULL_VISIBILITY 
GICSD_6_5_173.png, FULL_VISIBILITY 
GICSD_6_6_193.png, PARTIAL_VISIBILITY 
GICSD_6_7_213.png, PARTIAL_VISIBILITY 
